month,currency,usd_per_currency,source
2012-04,CZK,0.0530900000,frankfurter.dev
2012-04,EUR,1.3162000000,frankfurter.dev
2012-04,GBP,1.6005000000,frankfurter.dev
2012-04,HKD,0.1285900000,frankfurter.dev
2012-04,IDR,0.0001100000,frankfurter.dev
2012-04,JPY,0.0122800000,frankfurter.dev
2012-04,KRW,0.0008800000,frankfurter.dev
2012-04,MYR,0.3266700000,frankfurter.dev
2012-04,THB,0.0324000000,frankfurter.dev
2012-04,TWD,0.0339800000,frankfurter.dev
2012-05,AED,0.2722900000,frankfurter.dev
2012-05,AUD,0.9971200000,frankfurter.dev
2012-05,CAD,0.9908700000,frankfurter.dev
2012-05,CNY,0.1581500000,frankfurter.dev
2012-05,CZK,0.0506100000,frankfurter.dev
2012-05,EUR,1.2804000000,frankfurter.dev
2012-05,GBP,1.5925000000,frankfurter.dev
2012-05,HKD,0.1285600000,frankfurter.dev
2012-05,IDR,0.0001100000,frankfurter.dev
2012-05,JPY,0.0125300000,frankfurter.dev
2012-05,KRW,0.0008600000,frankfurter.dev
2012-05,MYR,0.3225000000,frankfurter.dev
2012-05,THB,0.0319300000,frankfurter.dev
2012-05,TWD,0.0339600000,frankfurter.dev
2012-06,AED,0.2722900000,frankfurter.dev
2012-06,AUD,0.9962400000,frankfurter.dev
2012-06,CAD,0.9729200000,frankfurter.dev
2012-06,CNY,0.1572000000,frankfurter.dev
2012-06,CZK,0.0488900000,frankfurter.dev
2012-06,EUR,1.2529000000,frankfurter.dev
2012-06,GBP,1.5547000000,frankfurter.dev
2012-06,HKD,0.1286700000,frankfurter.dev
2012-06,IDR,0.0001100000,frankfurter.dev
2012-06,JPY,0.0126000000,frankfurter.dev
2012-06,KRW,0.0008600000,frankfurter.dev
2012-06,MYR,0.3142200000,frankfurter.dev
2012-06,THB,0.0315600000,frankfurter.dev
2012-06,TWD,0.0335100000,frankfurter.dev
2012-07,AED,0.2722900000,frankfurter.dev
2012-07,AUD,1.0280000000,frankfurter.dev
2012-07,CAD,0.9857500000,frankfurter.dev
2012-07,CNY,0.1570200000,frankfurter.dev
2012-07,CZK,0.0483100000,frankfurter.dev
2012-07,EUR,1.2294000000,frankfurter.dev
2012-07,GBP,1.5589000000,frankfurter.dev
2012-07,HKD,0.1286700000,frankfurter.dev
2012-07,IDR,0.0001100000,frankfurter.dev
2012-07,JPY,0.0126500000,frankfurter.dev
2012-07,KRW,0.0008700000,frankfurter.dev
2012-07,MYR,0.3156000000,frankfurter.dev
2012-07,THB,0.0315200000,frankfurter.dev
2012-07,TWD,0.0334100000,frankfurter.dev
2012-08,AED,0.2722900000,frankfurter.dev
2012-08,AUD,1.0464000000,frankfurter.dev
2012-08,CAD,1.0067000000,frankfurter.dev
2012-08,CNY,0.1572500000,frankfurter.dev
2012-08,CZK,0.0495600000,frankfurter.dev
2012-08,EUR,1.2391000000,frankfurter.dev
2012-08,GBP,1.5710000000,frankfurter.dev
2012-08,HKD,0.1287200000,frankfurter.dev
2012-08,IDR,0.0001100000,frankfurter.dev
2012-08,JPY,0.0127000000,frankfurter.dev
2012-08,KRW,0.0008800000,frankfurter.dev
2012-08,MYR,0.3208200000,frankfurter.dev
2012-08,THB,0.0318200000,frankfurter.dev
2012-08,TWD,0.0334400000,frankfurter.dev
2012-09,AED,0.2722900000,frankfurter.dev
2012-09,AUD,1.0378000000,frankfurter.dev
2012-09,CAD,1.0216000000,frankfurter.dev
2012-09,CNY,0.1581200000,frankfurter.dev
2012-09,CZK,0.0519500000,frankfurter.dev
2012-09,EUR,1.2843000000,frankfurter.dev
2012-09,GBP,1.6099000000,frankfurter.dev
2012-09,HKD,0.1287600000,frankfurter.dev
2012-09,IDR,0.0001000000,frankfurter.dev
2012-09,JPY,0.0127800000,frankfurter.dev
2012-09,KRW,0.0008900000,frankfurter.dev
2012-09,MYR,0.3247000000,frankfurter.dev
2012-09,THB,0.0322700000,frankfurter.dev
2012-09,TWD,0.0338700000,frankfurter.dev
2012-10,AED,0.2722900000,frankfurter.dev
2012-10,AUD,1.0285000000,frankfurter.dev
2012-10,CAD,1.0141000000,frankfurter.dev
2012-10,CNY,0.1594600000,frankfurter.dev
2012-10,CZK,0.0520100000,frankfurter.dev
2012-10,EUR,1.2965000000,frankfurter.dev
2012-10,GBP,1.6080000000,frankfurter.dev
2012-10,HKD,0.1287800000,frankfurter.dev
2012-10,IDR,0.0001000000,frankfurter.dev
2012-10,JPY,0.0126600000,frankfurter.dev
2012-10,KRW,0.0009000000,frankfurter.dev
2012-10,MYR,0.3272700000,frankfurter.dev
2012-10,THB,0.0325900000,frankfurter.dev
2012-10,TWD,0.0342000000,frankfurter.dev
2012-11,AED,0.2722900000,frankfurter.dev
2012-11,AUD,1.0392000000,frankfurter.dev
2012-11,CAD,1.0031000000,frankfurter.dev
2012-11,CNY,0.1603100000,frankfurter.dev
2012-11,CZK,0.0506000000,frankfurter.dev
2012-11,EUR,1.2826000000,frankfurter.dev
2012-11,GBP,1.5965000000,frankfurter.dev
2012-11,HKD,0.1288000000,frankfurter.dev
2012-11,IDR,0.0001000000,frankfurter.dev
2012-11,JPY,0.0123400000,frankfurter.dev
2012-11,KRW,0.0009200000,frankfurter.dev
2012-11,MYR,0.3269800000,frankfurter.dev
2012-11,THB,0.0325700000,frankfurter.dev
2012-11,TWD,0.0343500000,frankfurter.dev
2012-12,AED,0.2722900000,frankfurter.dev
2012-12,AUD,1.0457000000,frankfurter.dev
2012-12,CAD,1.0105000000,frankfurter.dev
2012-12,CNY,0.1603400000,frankfurter.dev
2012-12,CZK,0.0520200000,frankfurter.dev
2012-12,EUR,1.3107000000,frankfurter.dev
2012-12,GBP,1.6140000000,frankfurter.dev
2012-12,HKD,0.1288300000,frankfurter.dev
2012-12,IDR,0.0001000000,frankfurter.dev
2012-12,JPY,0.0119500000,frankfurter.dev
2012-12,KRW,0.0009300000,frankfurter.dev
2012-12,MYR,0.3274500000,frankfurter.dev
2012-12,THB,0.0326500000,frankfurter.dev
2012-12,TWD,0.0344500000,frankfurter.dev
2013-01,AED,0.2722900000,frankfurter.dev
2013-01,AUD,1.0486000000,frankfurter.dev
2013-01,CAD,1.0081000000,frankfurter.dev
2013-01,CNY,0.1606200000,frankfurter.dev
2013-01,CZK,0.0520200000,frankfurter.dev
2013-01,EUR,1.3280000000,frankfurter.dev
2013-01,GBP,1.5969000000,frankfurter.dev
2013-01,HKD,0.1287700000,frankfurter.dev
2013-01,IDR,0.0001000000,frankfurter.dev
2013-01,JPY,0.0112300000,frankfurter.dev
2013-01,KRW,0.0009400000,frankfurter.dev
2013-01,MYR,0.3290500000,frankfurter.dev
2013-01,THB,0.0332600000,frankfurter.dev
2013-01,TWD,0.0344300000,frankfurter.dev
2013-02,AED,0.2722900000,frankfurter.dev
2013-02,AUD,1.0305000000,frankfurter.dev
2013-02,CAD,0.9911700000,frankfurter.dev
2013-02,CNY,0.1603500000,frankfurter.dev
2013-02,CZK,0.0524800000,frankfurter.dev
2013-02,EUR,1.3356000000,frankfurter.dev
2013-02,GBP,1.5487000000,frankfurter.dev
2013-02,HKD,0.1287200000,frankfurter.dev
2013-02,IDR,0.0001000000,frankfurter.dev
2013-02,JPY,0.0107300000,frankfurter.dev
2013-02,KRW,0.0009200000,frankfurter.dev
2013-02,MYR,0.3227700000,frankfurter.dev
2013-02,THB,0.0335300000,frankfurter.dev
2013-02,TWD,0.0338200000,frankfurter.dev
2013-03,AED,0.2722900000,frankfurter.dev
2013-03,AUD,1.0324000000,frankfurter.dev
2013-03,CAD,0.9756900000,frankfurter.dev
2013-03,CNY,0.1607900000,frankfurter.dev
2013-03,CZK,0.0505500000,frankfurter.dev
2013-03,EUR,1.2965000000,frankfurter.dev
2013-03,GBP,1.5080000000,frankfurter.dev
2013-03,HKD,0.1286600000,frankfurter.dev
2013-03,IDR,0.0001000000,frankfurter.dev
2013-03,JPY,0.0105400000,frankfurter.dev
2013-03,KRW,0.0009100000,frankfurter.dev
2013-03,MYR,0.3216000000,frankfurter.dev
2013-03,THB,0.0338700000,frankfurter.dev
2013-03,TWD,0.0337000000,frankfurter.dev
2013-04,AED,0.2722900000,frankfurter.dev
2013-04,AUD,1.0373000000,frankfurter.dev
2013-04,CAD,0.9816000000,frankfurter.dev
2013-04,CNY,0.1615600000,frankfurter.dev
2013-04,CZK,0.0503900000,frankfurter.dev
2013-04,EUR,1.3010000000,frankfurter.dev
2013-04,GBP,1.5302000000,frankfurter.dev
2013-04,HKD,0.1286200000,frankfurter.dev
2013-04,IDR,0.0001000000,frankfurter.dev
2013-04,JPY,0.0102200000,frankfurter.dev
2013-04,KRW,0.0008900000,frankfurter.dev
2013-04,MYR,0.3280600000,frankfurter.dev
2013-04,THB,0.0344000000,frankfurter.dev
2013-04,TWD,0.0335900000,frankfurter.dev
2013-05,AED,0.2722900000,frankfurter.dev
2013-05,AUD,0.9895200000,frankfurter.dev
2013-05,CAD,0.9798100000,frankfurter.dev
2013-05,CNY,0.1627500000,frankfurter.dev
2013-05,CZK,0.0501300000,frankfurter.dev
2013-05,EUR,1.2976000000,frankfurter.dev
2013-05,GBP,1.5292000000,frankfurter.dev
2013-05,HKD,0.1286200000,frankfurter.dev
2013-05,IDR,0.0001000000,frankfurter.dev
2013-05,JPY,0.0099000000,frankfurter.dev
2013-05,KRW,0.0009000000,frankfurter.dev
2013-05,MYR,0.3312700000,frankfurter.dev
2013-05,THB,0.0335900000,frankfurter.dev
2013-05,TWD,0.0336700000,frankfurter.dev
2013-06,AED,0.2722900000,frankfurter.dev
2013-06,AUD,0.9427200000,frankfurter.dev
2013-06,CAD,0.9699200000,frankfurter.dev
2013-06,CNY,0.1629600000,frankfurter.dev
2013-06,CZK,0.0512400000,frankfurter.dev
2013-06,EUR,1.3185000000,frankfurter.dev
2013-06,GBP,1.5480000000,frankfurter.dev
2013-06,HKD,0.1286400000,frankfurter.dev
2013-06,IDR,0.0001000000,frankfurter.dev
2013-06,JPY,0.0102500000,frankfurter.dev
2013-06,KRW,0.0008800000,frankfurter.dev
2013-06,MYR,0.3181000000,frankfurter.dev
2013-06,THB,0.0324600000,frankfurter.dev
2013-06,TWD,0.0334500000,frankfurter.dev
2013-07,AED,0.2722900000,frankfurter.dev
2013-07,AUD,0.9156000000,frankfurter.dev
2013-07,CAD,0.9604400000,frankfurter.dev
2013-07,CNY,0.1630300000,frankfurter.dev
2013-07,CZK,0.0504300000,frankfurter.dev
2013-07,EUR,1.3074000000,frankfurter.dev
2013-07,GBP,1.5182000000,frankfurter.dev
2013-07,HKD,0.1287100000,frankfurter.dev
2013-07,IDR,0.0000990000,frankfurter.dev
2013-07,JPY,0.0100200000,frankfurter.dev
2013-07,KRW,0.0008900000,frankfurter.dev
2013-07,MYR,0.3134000000,frankfurter.dev
2013-07,THB,0.0321400000,frankfurter.dev
2013-07,TWD,0.0334300000,frankfurter.dev
2013-08,AED,0.2722900000,frankfurter.dev
2013-08,AUD,0.9022900000,frankfurter.dev
2013-08,CAD,0.9611800000,frankfurter.dev
2013-08,CNY,0.1631200000,frankfurter.dev
2013-08,CZK,0.0515700000,frankfurter.dev
2013-08,EUR,1.3309000000,frankfurter.dev
2013-08,GBP,1.5483000000,frankfurter.dev
2013-08,HKD,0.1287300000,frankfurter.dev
2013-08,IDR,0.0000950000,frankfurter.dev
2013-08,JPY,0.0102100000,frankfurter.dev
2013-08,KRW,0.0009000000,frankfurter.dev
2013-08,MYR,0.3051600000,frankfurter.dev
2013-08,THB,0.0316600000,frankfurter.dev
2013-08,TWD,0.0334400000,frankfurter.dev
2013-09,AED,0.2722900000,frankfurter.dev
2013-09,AUD,0.9263300000,frankfurter.dev
2013-09,CAD,0.9653000000,frankfurter.dev
2013-09,CNY,0.1633600000,frankfurter.dev
2013-09,CZK,0.0517600000,frankfurter.dev
2013-09,EUR,1.3336000000,frankfurter.dev
2013-09,GBP,1.5844000000,frankfurter.dev
2013-09,HKD,0.1287600000,frankfurter.dev
2013-09,IDR,0.0000880000,frankfurter.dev
2013-09,JPY,0.0100700000,frankfurter.dev
2013-09,KRW,0.0009200000,frankfurter.dev
2013-09,MYR,0.3073800000,frankfurter.dev
2013-09,THB,0.0315400000,frankfurter.dev
2013-09,TWD,0.0337400000,frankfurter.dev
2013-10,AED,0.2722900000,frankfurter.dev
2013-10,AUD,0.9500900000,frankfurter.dev
2013-10,CAD,0.9652200000,frankfurter.dev
2013-10,CNY,0.1637700000,frankfurter.dev
2013-10,CZK,0.0531300000,frankfurter.dev
2013-10,EUR,1.3629000000,frankfurter.dev
2013-10,GBP,1.6096000000,frankfurter.dev
2013-10,HKD,0.1287600000,frankfurter.dev
2013-10,IDR,0.0000890000,frankfurter.dev
2013-10,JPY,0.0102200000,frankfurter.dev
2013-10,KRW,0.0009400000,frankfurter.dev
2013-10,MYR,0.3148400000,frankfurter.dev
2013-10,THB,0.0320500000,frankfurter.dev
2013-10,TWD,0.0340400000,frankfurter.dev
2013-11,AED,0.2722900000,frankfurter.dev
2013-11,AUD,0.9320500000,frankfurter.dev
2013-11,CAD,0.9538300000,frankfurter.dev
2013-11,CNY,0.1640600000,frankfurter.dev
2013-11,CZK,0.0502200000,frankfurter.dev
2013-11,EUR,1.3491000000,frankfurter.dev
2013-11,GBP,1.6096000000,frankfurter.dev
2013-11,HKD,0.1287700000,frankfurter.dev
2013-11,IDR,0.0000860000,frankfurter.dev
2013-11,JPY,0.0099900000,frankfurter.dev
2013-11,KRW,0.0009400000,frankfurter.dev
2013-11,MYR,0.3126700000,frankfurter.dev
2013-11,THB,0.0316200000,frankfurter.dev
2013-11,TWD,0.0339400000,frankfurter.dev
2013-12,AED,0.2722900000,frankfurter.dev
2013-12,AUD,0.8976700000,frankfurter.dev
2013-12,CAD,0.9398200000,frankfurter.dev
2013-12,CNY,0.1645300000,frankfurter.dev
2013-12,CZK,0.0498000000,frankfurter.dev
2013-12,EUR,1.3693000000,frankfurter.dev
2013-12,GBP,1.6378000000,frankfurter.dev
2013-12,HKD,0.1287600000,frankfurter.dev
2013-12,IDR,0.0000830000,frankfurter.dev
2013-12,JPY,0.0096600000,frankfurter.dev
2013-12,KRW,0.0009500000,frankfurter.dev
2013-12,MYR,0.3078100000,frankfurter.dev
2013-12,THB,0.0309300000,frankfurter.dev
2013-12,TWD,0.0337100000,frankfurter.dev
2014-01,AED,0.2722900000,frankfurter.dev
2014-01,AUD,0.8849500000,frankfurter.dev
2014-01,CAD,0.9152900000,frankfurter.dev
2014-01,CNY,0.1651700000,frankfurter.dev
2014-01,CZK,0.0495800000,frankfurter.dev
2014-01,EUR,1.3616000000,frankfurter.dev
2014-01,GBP,1.6464000000,frankfurter.dev
2014-01,HKD,0.1287200000,frankfurter.dev
2014-01,IDR,0.0000820000,frankfurter.dev
2014-01,JPY,0.0096100000,frankfurter.dev
2014-01,KRW,0.0009400000,frankfurter.dev
2014-01,MYR,0.3028000000,frankfurter.dev
2014-01,THB,0.0303700000,frankfurter.dev
2014-01,TWD,0.0332400000,frankfurter.dev
2014-02,AED,0.2722900000,frankfurter.dev
2014-02,AUD,0.8956200000,frankfurter.dev
2014-02,CAD,0.9046800000,frankfurter.dev
2014-02,CNY,0.1644700000,frankfurter.dev
2014-02,CZK,0.0497600000,frankfurter.dev
2014-02,EUR,1.3649000000,frankfurter.dev
2014-02,GBP,1.6552000000,frankfurter.dev
2014-02,HKD,0.1286600000,frankfurter.dev
2014-02,IDR,0.0000840000,frankfurter.dev
2014-02,JPY,0.0097900000,frankfurter.dev
2014-02,KRW,0.0009300000,frankfurter.dev
2014-02,MYR,0.3021400000,frankfurter.dev
2014-02,THB,0.0306500000,frankfurter.dev
2014-02,TWD,0.0330500000,frankfurter.dev
2014-03,AED,0.2722900000,frankfurter.dev
2014-03,AUD,0.9066300000,frankfurter.dev
2014-03,CAD,0.9002500000,frankfurter.dev
2014-03,CNY,0.1621000000,frankfurter.dev
2014-03,CZK,0.0504600000,frankfurter.dev
2014-03,EUR,1.3818000000,frankfurter.dev
2014-03,GBP,1.6620000000,frankfurter.dev
2014-03,HKD,0.1286800000,frankfurter.dev
2014-03,IDR,0.0000880000,frankfurter.dev
2014-03,JPY,0.0097700000,frankfurter.dev
2014-03,KRW,0.0009300000,frankfurter.dev
2014-03,MYR,0.3047700000,frankfurter.dev
2014-03,THB,0.0308800000,frankfurter.dev
2014-03,TWD,0.0329900000,frankfurter.dev
2014-04,AED,0.2722900000,frankfurter.dev
2014-04,AUD,0.9304600000,frankfurter.dev
2014-04,CAD,0.9095200000,frankfurter.dev
2014-04,CNY,0.1607700000,frankfurter.dev
2014-04,CZK,0.0503000000,frankfurter.dev
2014-04,EUR,1.3807000000,frankfurter.dev
2014-04,GBP,1.6738000000,frankfurter.dev
2014-04,HKD,0.1287600000,frankfurter.dev
2014-04,IDR,0.0000880000,frankfurter.dev
2014-04,JPY,0.0097400000,frankfurter.dev
2014-04,KRW,0.0009600000,frankfurter.dev
2014-04,MYR,0.3070800000,frankfurter.dev
2014-04,THB,0.0309400000,frankfurter.dev
2014-04,TWD,0.0331600000,frankfurter.dev
2014-05,AED,0.2722900000,frankfurter.dev
2014-05,AUD,0.9295200000,frankfurter.dev
2014-05,CAD,0.9181200000,frankfurter.dev
2014-05,CNY,0.1604200000,frankfurter.dev
2014-05,CZK,0.0500700000,frankfurter.dev
2014-05,EUR,1.3734000000,frankfurter.dev
2014-05,GBP,1.6846000000,frankfurter.dev
2014-05,HKD,0.1286600000,frankfurter.dev
2014-05,IDR,0.0000870000,frankfurter.dev
2014-05,JPY,0.0098100000,frankfurter.dev
2014-05,KRW,0.0009700000,frankfurter.dev
2014-05,MYR,0.3096400000,frankfurter.dev
2014-05,THB,0.0307500000,frankfurter.dev
2014-05,TWD,0.0331800000,frankfurter.dev
2014-06,AED,0.2722900000,frankfurter.dev
2014-06,AUD,0.9353500000,frankfurter.dev
2014-06,CAD,0.9229400000,frankfurter.dev
2014-06,CNY,0.1605800000,frankfurter.dev
2014-06,CZK,0.0495200000,frankfurter.dev
2014-06,EUR,1.3589000000,frankfurter.dev
2014-06,GBP,1.6901000000,frankfurter.dev
2014-06,HKD,0.1287600000,frankfurter.dev
2014-06,IDR,0.0000840000,frankfurter.dev
2014-06,JPY,0.0097900000,frankfurter.dev
2014-06,KRW,0.0009800000,frankfurter.dev
2014-06,MYR,0.3106900000,frankfurter.dev
2014-06,THB,0.0307600000,frankfurter.dev
2014-06,TWD,0.0333700000,frankfurter.dev
2014-07,AED,0.2722900000,frankfurter.dev
2014-07,AUD,0.9379900000,frankfurter.dev
2014-07,CAD,0.9324700000,frankfurter.dev
2014-07,CNY,0.1613500000,frankfurter.dev
2014-07,CZK,0.0493300000,frankfurter.dev
2014-07,EUR,1.3543000000,frankfurter.dev
2014-07,GBP,1.7078000000,frankfurter.dev
2014-07,HKD,0.1288400000,frankfurter.dev
2014-07,IDR,0.0000860000,frankfurter.dev
2014-07,JPY,0.0098200000,frankfurter.dev
2014-07,KRW,0.0009800000,frankfurter.dev
2014-07,MYR,0.3141400000,frankfurter.dev
2014-07,THB,0.0311400000,frankfurter.dev
2014-07,TWD,0.0334400000,frankfurter.dev
2014-08,AED,0.2722900000,frankfurter.dev
2014-08,AUD,0.9295300000,frankfurter.dev
2014-08,CAD,0.9152900000,frankfurter.dev
2014-08,CNY,0.1624500000,frankfurter.dev
2014-08,CZK,0.0479000000,frankfurter.dev
2014-08,EUR,1.3318000000,frankfurter.dev
2014-08,GBP,1.6708000000,frankfurter.dev
2014-08,HKD,0.1288000000,frankfurter.dev
2014-08,IDR,0.0000850000,frankfurter.dev
2014-08,JPY,0.0097000000,frankfurter.dev
2014-08,KRW,0.0009800000,frankfurter.dev
2014-08,MYR,0.3145800000,frankfurter.dev
2014-08,THB,0.0312300000,frankfurter.dev
2014-08,TWD,0.0334000000,frankfurter.dev
2014-09,AED,0.2722900000,frankfurter.dev
2014-09,AUD,0.9055700000,frankfurter.dev
2014-09,CAD,0.9091900000,frankfurter.dev
2014-09,CNY,0.1628600000,frankfurter.dev
2014-09,CZK,0.0467800000,frankfurter.dev
2014-09,EUR,1.2914000000,frankfurter.dev
2014-09,GBP,1.6315000000,frankfurter.dev
2014-09,HKD,0.1289900000,frankfurter.dev
2014-09,IDR,0.0000840000,frankfurter.dev
2014-09,JPY,0.0093200000,frankfurter.dev
2014-09,KRW,0.0009700000,frankfurter.dev
2014-09,MYR,0.3110400000,frankfurter.dev
2014-09,THB,0.0310700000,frankfurter.dev
2014-09,TWD,0.0332600000,frankfurter.dev
2014-10,AED,0.2722900000,frankfurter.dev
2014-10,AUD,0.8766400000,frankfurter.dev
2014-10,CAD,0.8916500000,frankfurter.dev
2014-10,CNY,0.1631900000,frankfurter.dev
2014-10,CZK,0.0459600000,frankfurter.dev
2014-10,EUR,1.2673000000,frankfurter.dev
2014-10,GBP,1.6074000000,frankfurter.dev
2014-10,HKD,0.1286900000,frankfurter.dev
2014-10,IDR,0.0000820000,frankfurter.dev
2014-10,JPY,0.0092500000,frankfurter.dev
2014-10,KRW,0.0009400000,frankfurter.dev
2014-10,MYR,0.3059500000,frankfurter.dev
2014-10,THB,0.0308100000,frankfurter.dev
2014-10,TWD,0.0329500000,frankfurter.dev
2014-11,AED,0.2722900000,frankfurter.dev
2014-11,AUD,0.8641900000,frankfurter.dev
2014-11,CAD,0.8828500000,frankfurter.dev
2014-11,CNY,0.1632200000,frankfurter.dev
2014-11,CZK,0.0450800000,frankfurter.dev
2014-11,EUR,1.2473000000,frankfurter.dev
2014-11,GBP,1.5782000000,frankfurter.dev
2014-11,HKD,0.1287500000,frankfurter.dev
2014-11,IDR,0.0000820000,frankfurter.dev
2014-11,JPY,0.0086000000,frankfurter.dev
2014-11,KRW,0.0009100000,frankfurter.dev
2014-11,MYR,0.2990800000,frankfurter.dev
2014-11,THB,0.0305000000,frankfurter.dev
2014-11,TWD,0.0326200000,frankfurter.dev
2014-12,AED,0.2722900000,frankfurter.dev
2014-12,AUD,0.8247900000,frankfurter.dev
2014-12,CAD,0.8672600000,frankfurter.dev
2014-12,CNY,0.1616600000,frankfurter.dev
2014-12,CZK,0.0446400000,frankfurter.dev
2014-12,EUR,1.2328000000,frankfurter.dev
2014-12,GBP,1.5640000000,frankfurter.dev
2014-12,HKD,0.1285400000,frankfurter.dev
2014-12,IDR,0.0000800000,frankfurter.dev
2014-12,JPY,0.0083700000,frankfurter.dev
2014-12,KRW,0.0009000000,frankfurter.dev
2014-12,MYR,0.2875800000,frankfurter.dev
2014-12,THB,0.0304000000,frankfurter.dev
2014-12,TWD,0.0319200000,frankfurter.dev
2015-01,AED,0.2722900000,frankfurter.dev
2015-01,AUD,0.8072500000,frankfurter.dev
2015-01,CAD,0.8279100000,frankfurter.dev
2015-01,CNY,0.1609100000,frankfurter.dev
2015-01,CZK,0.0416600000,frankfurter.dev
2015-01,EUR,1.1631000000,frankfurter.dev
2015-01,GBP,1.5158000000,frankfurter.dev
2015-01,HKD,0.1287500000,frankfurter.dev
2015-01,IDR,0.0000800000,frankfurter.dev
2015-01,JPY,0.0084400000,frankfurter.dev
2015-01,KRW,0.0009200000,frankfurter.dev
2015-01,MYR,0.2792200000,frankfurter.dev
2015-01,THB,0.0305400000,frankfurter.dev
2015-01,TWD,0.0316400000,frankfurter.dev
2015-02,AED,0.2722900000,frankfurter.dev
2015-02,AUD,0.7780100000,frankfurter.dev
2015-02,CAD,0.7991000000,frankfurter.dev
2015-02,CNY,0.1601100000,frankfurter.dev
2015-02,CZK,0.0411300000,frankfurter.dev
2015-02,EUR,1.1351000000,frankfurter.dev
2015-02,GBP,1.5318000000,frankfurter.dev
2015-02,HKD,0.1287300000,frankfurter.dev
2015-02,IDR,0.0000780000,frankfurter.dev
2015-02,JPY,0.0084200000,frankfurter.dev
2015-02,KRW,0.0009100000,frankfurter.dev
2015-02,MYR,0.2780500000,frankfurter.dev
2015-02,THB,0.0307000000,frankfurter.dev
2015-02,TWD,0.0317600000,frankfurter.dev
2015-03,AED,0.2722900000,frankfurter.dev
2015-03,AUD,0.7723400000,frankfurter.dev
2015-03,CAD,0.7930900000,frankfurter.dev
2015-03,CNY,0.1603600000,frankfurter.dev
2015-03,CZK,0.0395800000,frankfurter.dev
2015-03,EUR,1.0834000000,frankfurter.dev
2015-03,GBP,1.4982000000,frankfurter.dev
2015-03,HKD,0.1286700000,frankfurter.dev
2015-03,IDR,0.0000770000,frankfurter.dev
2015-03,JPY,0.0083000000,frankfurter.dev
2015-03,KRW,0.0009000000,frankfurter.dev
2015-03,MYR,0.2717400000,frankfurter.dev
2015-03,THB,0.0306500000,frankfurter.dev
2015-03,TWD,0.0318500000,frankfurter.dev
2015-04,AED,0.2722900000,frankfurter.dev
2015-04,AUD,0.7720800000,frankfurter.dev
2015-04,CAD,0.8093600000,frankfurter.dev
2015-04,CNY,0.1613600000,frankfurter.dev
2015-04,CZK,0.0393000000,frankfurter.dev
2015-04,EUR,1.0784000000,frankfurter.dev
2015-04,GBP,1.4940000000,frankfurter.dev
2015-04,HKD,0.1289600000,frankfurter.dev
2015-04,IDR,0.0000770000,frankfurter.dev
2015-04,JPY,0.0083600000,frankfurter.dev
2015-04,KRW,0.0009200000,frankfurter.dev
2015-04,MYR,0.2753800000,frankfurter.dev
2015-04,THB,0.0307500000,frankfurter.dev
2015-04,TWD,0.0323400000,frankfurter.dev
2015-05,AED,0.2722900000,frankfurter.dev
2015-05,AUD,0.7887800000,frankfurter.dev
2015-05,CAD,0.8218800000,frankfurter.dev
2015-05,CNY,0.1613200000,frankfurter.dev
2015-05,CZK,0.0407200000,frankfurter.dev
2015-05,EUR,1.1154000000,frankfurter.dev
2015-05,GBP,1.5462000000,frankfurter.dev
2015-05,HKD,0.1288200000,frankfurter.dev
2015-05,IDR,0.0000760000,frankfurter.dev
2015-05,JPY,0.0082700000,frankfurter.dev
2015-05,KRW,0.0009200000,frankfurter.dev
2015-05,MYR,0.2777700000,frankfurter.dev
2015-05,THB,0.0298300000,frankfurter.dev
2015-05,TWD,0.0327600000,frankfurter.dev
2015-06,AED,0.2722900000,frankfurter.dev
2015-06,AUD,0.7705900000,frankfurter.dev
2015-06,CAD,0.8087600000,frankfurter.dev
2015-06,CNY,0.1612800000,frankfurter.dev
2015-06,CZK,0.0410600000,frankfurter.dev
2015-06,EUR,1.1201000000,frankfurter.dev
2015-06,GBP,1.5551000000,frankfurter.dev
2015-06,HKD,0.1287300000,frankfurter.dev
2015-06,IDR,0.0000750000,frankfurter.dev
2015-06,JPY,0.0080700000,frankfurter.dev
2015-06,KRW,0.0009000000,frankfurter.dev
2015-06,MYR,0.2674900000,frankfurter.dev
2015-06,THB,0.0296500000,frankfurter.dev
2015-06,TWD,0.0324000000,frankfurter.dev
2015-07,AED,0.2722900000,frankfurter.dev
2015-07,AUD,0.7408700000,frankfurter.dev
2015-07,CAD,0.7788700000,frankfurter.dev
2015-07,CNY,0.1611900000,frankfurter.dev
2015-07,CZK,0.0406100000,frankfurter.dev
2015-07,EUR,1.0993000000,frankfurter.dev
2015-07,GBP,1.5556000000,frankfurter.dev
2015-07,HKD,0.1286100000,frankfurter.dev
2015-07,IDR,0.0000750000,frankfurter.dev
2015-07,JPY,0.0081000000,frankfurter.dev
2015-07,KRW,0.0008700000,frankfurter.dev
2015-07,MYR,0.2630300000,frankfurter.dev
2015-07,THB,0.0291400000,frankfurter.dev
2015-07,TWD,0.0320700000,frankfurter.dev
2015-08,AED,0.2722900000,frankfurter.dev
2015-08,AUD,0.7289500000,frankfurter.dev
2015-08,CAD,0.7605200000,frankfurter.dev
2015-08,CNY,0.1578100000,frankfurter.dev
2015-08,CZK,0.0411800000,frankfurter.dev
2015-08,EUR,1.1122000000,frankfurter.dev
